LotArea,GarageArea,TotalBsmtSF,GrLivArea,BedroomAbvGr,FullBath,HalfBath,PredictedSalePrice
10625,660.0,1660.0,1660,3,2,0,228270.0
7500,462.0,1218.0,1218,2,2,0,177397.0
10110,542.0,835.0,1696,3,2,1,198540.0
12774,478.0,835.0,1663,3,2,1,195718.0
13072,0.0,1175.0,1175,3,1,0,117329.0
9260,483.0,1162.0,1162,3,2,0,163010.0
8453,525.0,754.0,1609,3,2,1,186650.0
8480,474.0,886.0,1680,3,2,1,193675.0
14565,483.0,832.0,1657,3,2,1,197779.0
8450,627.0,827.0,1677,3,2,1,200855.0
8285,506.0,836.0,1737,3,2,1,196090.0
9100,384.0,984.0,984,3,1,0,118688.0
8100,420.0,864.0,864,3,1,0,107469.0
8450,308.0,890.0,890,3,1,0,103005.0
6360,276.0,864.0,864,3,1,0,95586.0
19508,484.0,1430.0,1430,3,2,0,203388.0
10759,490.0,1001.0,1641,4,2,0,170371.0
9205,473.0,930.0,2683,4,2,1,237682.0
11025,636.0,1848.0,2786,4,2,1,302906.0
3435,495.0,1235.0,1245,1,2,0,189109.0
3180,480.0,600.0,1200,2,2,1,159848.0
3180,540.0,689.0,1392,2,2,0,159812.0
2280,440.0,744.0,1549,3,2,1,169654.0
4765,495.0,1614.0,1638,2,2,0,218587.0
4538,545.0,1310.0,1310,1,1,1,200886.0
4385,588.0,1419.0,1419,2,1,1,202745.0
4109,484.0,1557.0,1557,2,2,0,209862.0
2160,462.0,672.0,1404,3,2,1,159671.0
10646,546.0,858.0,1789,3,2,1,205557.0
2645,480.0,960.0,1586,3,2,1,185711.0
2645,480.0,960.0,1607,3,2,1,186823.0
3951,846.0,970.0,2393,2,2,1,267506.0
11064,477.0,1230.0,1239,1,1,1,196454.0
24572,864.0,994.0,2944,3,2,2,330975.0
16280,550.0,1426.0,1671,3,3,0,235446.0
7500,469.0,952.0,1812,3,2,1,202471.0
11104,516.0,1427.0,1427,4,2,0,182800.0
11050,512.0,1740.0,1740,4,1,1,214693.0
15387,578.0,1620.0,1620,4,2,0,212238.0
9750,484.0,1625.0,1625,4,2,0,199491.0
8814,470.0,732.0,1464,4,1,1,143436.0
8125,576.0,912.0,925,3,1,0,123728.0
11072,576.0,1728.0,1728,6,2,0,193692.0
13355,464.0,825.0,1670,4,1,1,164207.0
7785,267.0,0.0,1014,2,1,0,73059.0
9900,451.0,1114.0,1114,3,1,0,137675.0
11332,264.0,1118.0,1118,3,1,0,127176.0
4882,231.0,348.0,906,2,1,0,78976.0
9600,450.0,1296.0,1496,3,2,0,185667.0
9600,264.0,572.0,1337,3,1,0,108997.0
7584,312.0,1036.0,1036,3,1,0,117344.0
14670,480.0,1104.0,1988,4,2,1,216851.0
8856,292.0,1176.0,1176,3,1,0,132052.0
9840,480.0,1248.0,1440,2,2,0,194756.0
13200,441.0,1395.0,1570,3,1,0,179420.0
10425,384.0,1104.0,1104,3,1,0,132743.0
11556,240.0,720.0,882,2,1,0,105326.0
9373,636.0,1152.0,1152,3,1,1,172276.0
12774,400.0,984.0,950,2,1,0,134628.0
14250,540.0,998.0,1790,3,2,0,197930.0
8838,301.0,0.0,1764,4,2,1,129804.0
12436,484.0,1824.0,1824,5,2,0,211237.0
10122,390.0,0.0,869,1,1,0,88732.0
7506,288.0,747.0,1159,3,1,0,107498.0
5400,308.0,672.0,672,2,1,0,88845.0
10836,1488.0,892.0,1436,3,1,0,214871.0
10180,372.0,912.0,1044,3,1,1,137504.0
11355,495.0,1312.0,1312,3,1,1,181729.0
12929,401.0,1081.0,1081,3,1,0,134576.0
7200,576.0,876.0,876,2,1,0,130338.0
8000,311.0,1256.0,1256,3,1,1,159357.0
8000,299.0,1027.0,1027,3,1,0,116040.0
8064,576.0,768.0,1320,3,2,0,156256.0
6390,280.0,936.0,984,2,1,0,118056.0
7200,240.0,854.0,1278,4,1,0,103434.0
8513,0.0,1800.0,1800,6,2,0,159004.0
7200,480.0,768.0,1588,3,1,1,162689.0
7200,350.0,825.0,825,2,1,0,109746.0
7590,264.0,1117.0,1117,3,1,0,122492.0
9836,308.0,192.0,1133,3,1,0,82214.0
9184,400.0,780.0,1323,3,1,0,127495.0
4800,330.0,680.0,1360,2,1,0,126442.0
4800,256.0,672.0,672,2,1,0,84588.0
6000,308.0,728.0,1456,4,1,1,128392.0
11426,0.0,828.0,1594,3,2,0,138905.0
7628,440.0,801.0,1656,2,2,0,178137.0
7308,225.0,936.0,1740,2,1,0,155491.0
5400,0.0,931.0,1027,2,1,0,99902.0
10800,828.0,884.0,1436,3,2,0,188693.0
6756,200.0,481.0,899,2,1,0,85536.0
5914,0.0,684.0,1080,3,1,0,78666.0
9000,869.0,904.0,1499,3,1,0,174640.0
7311,297.0,407.0,407,1,1,0,75141.0
12205,0.0,448.0,1588,5,2,0,95971.0
9142,420.0,797.0,1627,4,2,0,152576.0
5350,288.0,624.0,1450,3,1,0,114040.0
9143,308.0,346.0,1017,2,1,0,95183.0
9600,393.0,973.0,2350,4,2,0,198512.0
6000,0.0,572.0,1540,3,1,1,116236.0
11340,400.0,723.0,1086,2,1,0,126855.0
10800,342.0,1313.0,2495,5,2,0,209268.0
9750,308.0,984.0,984,2,1,0,126496.0
8516,308.0,869.0,1093,2,1,0,124933.0
7111,288.0,1008.0,1143,2,1,0,131548.0
7425,252.0,672.0,1668,3,1,1,146894.0
7010,240.0,1024.0,1738,3,2,0,167311.0
5000,240.0,672.0,1210,3,1,0,100081.0
5870,200.0,554.0,1290,3,1,1,115473.0
6000,240.0,981.0,1672,3,1,1,160201.0
6000,370.0,949.0,949,2,1,0,122480.0
6000,672.0,825.0,1497,3,2,0,172494.0
6000,240.0,739.0,1342,2,2,0,142827.0
5000,160.0,992.0,1013,3,1,0,100439.0
5520,355.0,565.0,1216,3,1,0,103405.0
6240,336.0,704.0,1136,2,1,0,117964.0
6120,164.0,0.0,808,1,1,0,65295.0
6240,400.0,989.0,2009,4,2,0,177626.0
6120,576.0,1100.0,1902,4,2,0,189356.0
9144,672.0,810.0,1716,4,2,0,175019.0
8094,360.0,1242.0,1984,5,2,0,176516.0
4347,228.0,796.0,1609,3,1,0,125881.0
6291,440.0,768.0,768,1,1,0,120984.0
10266,308.0,768.0,1536,4,1,1,139876.0
6876,400.0,1272.0,1969,4,2,0,190621.0
10320,400.0,880.0,1308,2,2,0,164293.0
7200,320.0,1040.0,1040,2,1,0,129990.0
7006,384.0,768.0,1236,3,2,0,137507.0
10320,576.0,451.0,759,1,1,0,118593.0
10320,0.0,536.0,1344,3,2,0,109520.0
9488,240.0,1046.0,1054,3,1,0,116257.0
11235,440.0,981.0,1075,3,1,0,129762.0
13014,484.0,1008.0,1096,3,1,0,137399.0
10265,294.0,992.0,992,3,1,0,114847.0
7703,504.0,450.0,1034,3,1,0,100705.0
9981,270.0,1073.0,1073,3,1,0,121266.0
7400,506.0,1060.0,1126,2,1,0,148402.0
12900,400.0,1300.0,1140,3,1,0,148691.0
9239,300.0,960.0,960,3,1,0,110682.0
14175,621.0,988.0,1188,1,1,0,176280.0
10532,626.0,988.0,1721,3,2,0,195044.0
8375,627.0,576.0,1350,2,1,1,163914.0
10200,912.0,864.0,904,3,1,0,145484.0
20270,478.0,1524.0,1524,3,2,0,213654.0
5190,249.0,570.0,1079,2,1,0,100979.0
19550,0.0,1580.0,1518,2,1,0,176097.0
9571,322.0,1509.0,1509,3,1,0,169462.0
9350,0.0,864.0,864,2,1,0,92710.0
9360,280.0,621.0,1269,3,1,1,127444.0
9771,614.0,1077.0,2814,4,2,1,262309.0
9938,534.0,1602.0,1626,3,2,1,232933.0
14171,453.0,812.0,2200,4,2,1,210848.0
10541,472.0,672.0,2037,3,2,1,204129.0
10616,484.0,628.0,1356,3,2,1,166739.0
9345,864.0,1615.0,1615,3,2,0,235859.0
11778,1348.0,2271.0,2276,3,2,0,339856.0
11778,874.0,1751.0,1766,3,2,1,273176.0
11454,811.0,1401.0,1511,3,2,0,218502.0
11500,438.0,1182.0,1643,2,2,0,201351.0
9750,528.0,990.0,990,3,1,0,129859.0
8696,558.0,1418.0,1418,3,2,0,193925.0
13142,600.0,864.0,1771,3,2,1,211621.0
8998,532.0,782.0,1652,3,2,1,191487.0
12192,626.0,928.0,1823,3,2,1,218215.0
12250,528.0,864.0,1174,3,1,0,136281.0
9216,576.0,1076.0,1076,3,1,1,160145.0
14330,440.0,864.0,1558,2,2,0,184340.0
10400,570.0,1257.0,2161,3,2,1,246794.0
9720,725.0,1357.0,1947,3,2,1,250193.0
14860,715.0,1778.0,1786,3,2,0,249828.0
10905,596.0,1129.0,2327,4,2,1,239321.0
11690,560.0,850.0,1764,3,2,1,206054.0
4426,420.0,848.0,848,1,1,0,125636.0
10126,721.0,1838.0,1838,2,2,0,262395.0
9750,470.0,1445.0,1445,3,2,0,192052.0
11058,814.0,1564.0,1564,3,2,0,229284.0
9627,610.0,1351.0,1361,3,2,0,192175.0
9825,264.0,1092.0,1092,3,1,0,122637.0
12102,504.0,456.0,1033,3,1,0,106340.0
6500,480.0,1127.0,1127,3,1,1,155602.0
9638,542.0,1029.0,1117,3,1,0,139372.0
7200,440.0,684.0,1398,3,1,1,145662.0
47007,624.0,0.0,3820,5,3,1,314097.0
6012,0.0,0.0,1152,2,2,0,79089.0
6845,0.0,0.0,1152,2,2,0,80109.0
6931,0.0,784.0,784,2,1,0,81461.0
12180,0.0,585.0,1053,2,1,1,110827.0
8050,0.0,0.0,1137,4,1,1,56268.0
9520,286.0,911.0,930,2,1,0,118167.0
7692,312.0,416.0,1204,3,1,0,94967.0
5142,205.0,949.0,1292,3,1,1,135035.0
7290,312.0,1228.0,1424,2,2,0,178396.0
7804,480.0,960.0,1920,4,2,2,216330.0
8969,369.0,644.0,1316,2,1,0,130032.0
15564,400.0,676.0,1264,3,1,0,126910.0
7609,180.0,798.0,1512,3,2,0,140563.0
9650,599.0,784.0,1603,4,1,0,144415.0
11700,240.0,942.0,1938,4,2,0,167329.0
9260,225.0,884.0,1374,3,1,0,123703.0
7801,344.0,1091.0,1091,2,1,0,137636.0
9670,786.0,608.0,1873,4,1,1,181267.0
12392,506.0,832.0,2161,3,2,1,223369.0
26073,484.0,1898.0,1898,3,2,1,278691.0
1879,462.0,516.0,1032,2,1,0,106131.0
7000,195.0,894.0,919,2,1,0,107475.0
6000,240.0,720.0,1090,3,1,0,97381.0
8155,0.0,780.0,1200,4,1,0,80466.0
6000,288.0,624.0,1656,3,1,1,144522.0
7392,360.0,520.0,912,2,1,0,99816.0
9000,356.0,1151.0,1955,4,2,0,183369.0
14584,487.0,0.0,733,2,1,0,81400.0
5280,185.0,173.0,1361,2,1,0,91579.0
5150,195.0,356.0,1049,2,1,0,84844.0
9000,216.0,592.0,864,3,1,1,99751.0
3843,525.0,1596.0,1648,2,2,0,219109.0
3811,482.0,1594.0,1646,2,2,0,215949.0
23730,786.0,1840.0,2032,3,3,0,300639.0
11050,816.0,910.0,1820,3,2,1,228616.0
10260,484.0,0.0,1872,4,2,2,168436.0
9990,432.0,1680.0,1689,3,2,0,214598.0
4084,512.0,1277.0,1501,2,2,0,194579.0
11563,788.0,1518.0,1537,3,2,0,224381.0
12852,612.0,920.0,1780,3,2,1,215392.0
9802,400.0,352.0,1442,3,2,1,150627.0
12018,666.0,796.0,1612,3,2,1,202851.0
12890,438.0,1495.0,1495,3,2,0,198908.0
18265,578.0,1256.0,1256,3,2,0,190206.0
11202,467.0,1432.0,1440,3,2,0,192703.0
7915,435.0,1666.0,1675,3,2,0,210811.0
11449,520.0,1884.0,1728,3,2,0,234743.0
11447,892.0,1964.0,1964,3,2,1,295266.0
8940,784.0,1344.0,1344,2,2,0,214025.0
9278,0.0,1092.0,1092,2,1,0,116246.0
4500,392.0,1189.0,1189,2,2,0,165979.0
14137,850.0,1200.0,1200,3,1,0,178798.0
4224,499.0,1040.0,1040,3,1,0,126313.0
2665,336.0,550.0,1475,4,2,0,118398.0
1974,297.0,526.0,988,2,1,0,93247.0
1596,297.0,462.0,988,1,1,0,101703.0
17979,257.0,1113.0,1160,3,1,0,136807.0
1477,0.0,546.0,1092,3,2,1,104635.0
6490,264.0,816.0,816,2,1,0,102119.0
6600,264.0,845.0,845,3,1,0,93098.0
12395,484.0,864.0,889,3,1,0,118385.0
56600,288.0,686.0,1836,4,2,0,207161.0
10667,525.0,1587.0,1587,3,2,0,211613.0
8872,390.0,384.0,1384,3,2,1,147361.0
10147,398.0,392.0,1694,3,2,1,166286.0
8637,451.0,923.0,1714,3,2,1,195984.0
7875,420.0,691.0,1553,3,2,1,172674.0
7500,482.0,938.0,2299,5,3,1,223090.0
9556,420.0,1168.0,1187,3,2,0,160733.0
7655,392.0,903.0,1642,3,2,1,185960.0
18160,480.0,1302.0,1128,3,1,0,160013.0
4740,480.0,1166.0,1179,2,2,0,170539.0
5118,484.0,1312.0,1321,1,1,0,179371.0
12328,729.0,1149.0,2541,4,3,1,281395.0
51974,1110.0,2660.0,2338,4,2,1,402532.0
41600,828.0,1100.0,1424,3,1,1,236492.0
8035,556.0,1612.0,1612,2,2,0,225243.0
14082,724.0,2220.0,2234,1,1,1,319721.0
13870,724.0,1742.0,2042,3,2,0,260961.0
10960,480.0,1284.0,1284,3,2,0,177529.0
12090,484.0,725.0,1479,3,2,1,179971.0
12299,663.0,1529.0,1664,3,2,0,224098.0
11339,481.0,780.0,1930,4,2,1,193359.0
11850,495.0,1153.0,1177,3,2,0,167331.0
10400,478.0,1259.0,1353,2,2,0,191256.0
13001,944.0,1625.0,1220,2,2,0,237500.0
8991,585.0,1228.0,1324,3,2,0,181513.0
8000,488.0,1084.0,1877,4,2,1,202338.0
9457,576.0,925.0,1422,3,1,0,152338.0
7920,368.0,914.0,914,3,1,0,108907.0
17199,270.0,914.0,914,2,1,0,125785.0
4113,511.0,1337.0,1337,2,2,0,188901.0
10943,522.0,1405.0,1337,2,2,0,201449.0
2205,264.0,525.0,1092,3,1,1,103368.0
2058,264.0,672.0,1218,4,1,1,105146.0
2304,319.0,1061.0,1055,2,2,0,144766.0
7150,360.0,988.0,988,3,1,0,115090.0
12469,730.0,1790.0,1816,3,2,0,250115.0
11825,856.0,1694.0,1694,3,2,0,246538.0
14333,938.0,2108.0,2122,2,2,1,329736.0
13641,1040.0,1934.0,2656,3,2,1,343105.0
13440,670.0,1108.0,2550,4,2,1,258182.0
15431,878.0,1994.0,2046,2,2,1,317216.0
13891,932.0,2552.0,2552,3,2,0,343115.0
13654,814.0,1704.0,2758,4,2,1,309403.0
17169,1174.0,2320.0,2290,2,2,1,368829.0
16659,728.0,1582.0,2152,3,2,1,281142.0
9709,786.0,918.0,2100,3,2,1,240177.0
13615,843.0,1802.0,1802,3,2,1,277815.0
13069,916.0,1706.0,2956,5,2,1,314023.0
14277,818.0,1317.0,2385,3,2,1,283240.0
12568,774.0,895.0,1818,3,2,1,226764.0
9926,878.0,1614.0,1614,3,2,0,237415.0
9254,554.0,1721.0,1721,3,2,0,225732.0
10732,876.0,1298.0,1828,3,2,1,252369.0
3901,631.0,1302.0,1302,1,1,1,205103.0
3903,631.0,1302.0,1302,1,1,1,205105.0
6289,460.0,1362.0,1362,2,2,0,190700.0
4590,627.0,1554.0,1554,2,2,0,219826.0
7841,564.0,1577.0,1577,2,2,0,221921.0
6240,550.0,1324.0,1324,2,2,0,192799.0
3242,478.0,1405.0,1405,2,2,0,192645.0
15810,572.0,768.0,1496,3,3,0,193763.0
10237,400.0,768.0,1536,3,2,1,177210.0
13204,454.0,608.0,1458,3,2,0,153486.0
8857,440.0,738.0,1495,3,2,1,174539.0
9729,350.0,698.0,1746,3,2,1,180777.0
12216,388.0,1326.0,1326,3,2,0,177186.0
8229,440.0,752.0,1504,3,2,1,174957.0
7713,400.0,728.0,1456,3,2,1,167858.0
7697,462.0,1246.0,1258,3,2,0,169014.0
3621,630.0,1406.0,1589,2,2,0,213200.0
3710,388.0,1266.0,1266,2,2,0,172719.0
16219,437.0,835.0,1119,2,2,0,161730.0
11084,400.0,384.0,1374,3,2,1,150216.0
10936,534.0,1510.0,1525,3,2,1,224145.0
11950,400.0,384.0,1394,3,2,1,152335.0
7875,434.0,847.0,1948,4,2,1,190283.0
8740,435.0,854.0,1995,4,2,1,194253.0
9487,442.0,915.0,1690,3,2,1,194739.0
9649,460.0,941.0,1644,3,2,1,195037.0
12191,925.0,1779.0,2551,4,2,1,307968.0
10557,806.0,1408.0,3078,4,2,1,307024.0
11002,758.0,1389.0,2582,4,2,1,277087.0
10790,600.0,1066.0,2385,4,2,1,239331.0
11762,517.0,1105.0,2202,4,2,1,227183.0
9044,933.0,1325.0,2538,4,2,1,280973.0
9910,605.0,1369.0,1369,3,2,0,193518.0
11830,852.0,1542.0,1542,3,2,0,230524.0
10612,484.0,1524.0,1534,3,2,0,202771.0
12291,1092.0,1966.0,1966,1,2,0,315597.0
9965,480.0,1528.0,1528,3,3,2,258123.0
8847,484.0,1538.0,1538,3,2,0,201531.0
8251,672.0,1494.0,1506,3,2,0,209613.0
9605,574.0,982.0,1977,3,2,1,222418.0
8778,859.0,1302.0,1830,3,2,1,249135.0
8640,598.0,1338.0,1338,3,2,0,188277.0
9000,575.0,1335.0,1335,3,2,0,186849.0
8640,590.0,896.0,1792,3,2,1,208167.0
10411,561.0,725.0,1588,3,3,0,189105.0
12217,880.0,955.0,1880,3,2,1,239837.0
10440,594.0,1574.0,1584,2,2,0,227352.0
11824,658.0,1685.0,1685,2,2,0,244353.0
10625,744.0,1158.0,2443,4,2,1,256615.0
7500,0.0,1100.0,1100,3,1,1,121515.0
7500,0.0,1143.0,1143,3,1,1,125971.0
12450,576.0,1094.0,1094,3,1,0,147191.0
7441,566.0,1461.0,1486,3,2,0,198711.0
11613,492.0,864.0,1820,3,2,1,205029.0
8012,283.0,630.0,1266,2,1,1,138455.0
6285,308.0,894.0,894,2,1,0,112930.0
7476,686.0,1040.0,1040,3,1,1,161736.0
19522,564.0,1223.0,2503,3,2,1,273941.0
10751,431.0,1037.0,1037,2,1,0,141544.0
12712,542.0,1044.0,1055,2,1,0,152771.0
4379,540.0,1378.0,1378,2,2,0,195439.0
3523,484.0,1141.0,1151,2,2,0,166571.0
3784,476.0,1511.0,1565,2,2,0,207016.0
3606,466.0,1352.0,1352,2,2,0,186786.0
5330,528.0,1550.0,1550,2,2,1,232388.0
2280,440.0,744.0,1501,3,2,1,167112.0
2117,440.0,756.0,1573,3,2,1,171333.0
7321,625.0,1339.0,1358,3,2,0,189602.0
8010,552.0,1054.0,2048,3,2,1,226383.0
8413,1105.0,1220.0,2362,3,2,1,289372.0
9466,478.0,1494.0,1494,1,1,1,221444.0
12000,546.0,2002.0,2362,3,2,1,295509.0
17778,676.0,2461.0,2497,2,2,0,335169.0
11700,412.0,912.0,1152,3,1,1,147794.0
8000,570.0,1008.0,2411,4,2,1,232324.0
8723,480.0,973.0,1082,3,1,0,129362.0
11700,528.0,1295.0,1295,3,1,1,182625.0
11358,515.0,1124.0,1610,3,2,0,189547.0
9547,472.0,1594.0,1594,2,2,0,219538.0
10530,473.0,1148.0,2075,3,2,1,230307.0
10738,484.0,1093.0,1093,3,2,0,157738.0
10800,311.0,1052.0,1052,3,1,0,122870.0
8050,308.0,949.0,1107,3,1,0,116996.0
10899,530.0,0.0,1224,2,2,0,124783.0
7450,396.0,894.0,1074,2,1,0,129850.0
14357,440.0,864.0,1187,2,1,0,145748.0
8243,784.0,964.0,964,3,1,0,142661.0
8680,312.0,894.0,894,3,1,0,103972.0
8800,440.0,1174.0,1200,3,2,0,162155.0
9200,440.0,1042.0,1042,3,2,0,147591.0
8800,539.0,845.0,2154,5,2,1,197175.0
11382,286.0,1130.0,1374,3,1,0,142893.0
22002,510.0,1592.0,1652,3,1,1,227964.0
12172,512.0,822.0,908,2,1,0,131047.0
5000,0.0,666.0,666,2,1,0,66871.0
3500,0.0,370.0,670,2,1,0,50253.0
5175,308.0,808.0,808,2,1,0,102661.0
9600,288.0,1078.0,1150,2,1,0,138511.0
8668,792.0,1560.0,1560,4,2,0,212294.0
10050,432.0,793.0,1280,3,2,0,148080.0
9600,525.0,1218.0,1254,3,1,0,155003.0
8760,315.0,936.0,936,2,1,0,120785.0
6860,308.0,1008.0,1008,3,1,0,113286.0
8250,692.0,1053.0,1053,3,1,0,145660.0
9100,336.0,1144.0,1144,3,1,0,132015.0
9736,464.0,1331.0,1721,4,1,0,169333.0
9770,308.0,922.0,922,2,1,0,120096.0
12198,310.0,1204.0,1411,3,1,0,151225.0
10050,336.0,1216.0,1216,3,1,0,140638.0
11556,336.0,864.0,1154,3,1,1,140144.0
8078,484.0,1560.0,1560,4,2,0,190709.0
10950,410.0,948.0,948,2,1,0,131144.0
7942,293.0,1040.0,1040,3,1,0,116909.0
8540,252.0,925.0,925,3,1,0,102948.0
7150,352.0,1190.0,1540,4,1,0,141854.0
8400,390.0,923.0,925,3,1,0,112023.0
9532,280.0,1105.0,1647,3,1,0,153414.0
15783,420.0,924.0,924,2,1,0,135249.0
14190,0.0,925.0,1544,3,2,0,144553.0
12099,371.0,1216.0,1728,3,1,0,172632.0
21281,1200.0,666.0,3086,4,3,1,328652.0
10284,580.0,1151.0,1281,1,2,0,200900.0
10800,0.0,736.0,1534,3,1,1,130100.0
10090,276.0,725.0,1651,4,2,0,141606.0
8700,240.0,920.0,888,3,1,0,100119.0
8300,288.0,952.0,952,3,1,0,107891.0
7200,357.0,864.0,1238,3,1,1,140684.0
7500,286.0,1040.0,1040,3,1,0,115894.0
7315,338.0,1170.0,1170,3,1,0,132660.0
7903,324.0,1242.0,1242,3,1,1,158668.0
8000,351.0,1377.0,1377,3,1,0,155827.0
7000,300.0,0.0,925,3,1,0,57460.0
6600,294.0,864.0,864,2,1,0,109259.0
6760,288.0,896.0,936,3,1,0,102322.0
6978,576.0,850.0,960,2,1,0,133198.0
6000,576.0,845.0,1296,3,1,0,137382.0
4480,184.0,1022.0,1022,2,1,0,115585.0
3153,180.0,967.0,967,2,1,0,107991.0
7200,379.0,808.0,1072,2,1,0,123930.0
9000,576.0,680.0,1174,2,1,0,138395.0
5925,252.0,570.0,1141,3,1,0,93205.0
9639,342.0,1075.0,1798,4,2,1,189815.0
10337,816.0,725.0,1772,3,2,1,215831.0
9863,374.0,728.0,1642,4,1,1,147441.0
4571,480.0,616.0,1232,3,1,0,114141.0
8398,468.0,926.0,1650,3,2,0,174829.0
3600,336.0,687.0,1358,3,1,1,132245.0
13500,576.0,819.0,2454,3,2,0,225548.0
8626,331.0,0.0,968,2,1,0,75987.0
11800,384.0,0.0,1382,1,2,0,136525.0
6854,308.0,756.0,1060,1,1,0,127588.0
8674,308.0,910.0,1435,3,1,0,133155.0
6125,224.0,728.0,1274,3,2,0,125577.0
6000,217.0,600.0,1232,3,1,1,116042.0
6120,240.0,884.0,884,2,1,0,107086.0
6240,528.0,861.0,1409,3,1,1,159996.0
6240,280.0,672.0,1322,4,1,0,98079.0
6240,230.0,966.0,1426,3,1,0,127253.0
6120,379.0,756.0,1281,2,1,0,131043.0
7755,408.0,1100.0,2264,4,2,1,217926.0
8850,576.0,768.0,1376,3,1,0,141206.0
8550,576.0,750.0,1316,4,1,0,124589.0
5700,456.0,672.0,1344,3,1,1,141442.0
5680,240.0,592.0,1173,3,2,0,113879.0
5680,216.0,969.0,1214,2,1,0,126704.0
13200,658.0,741.0,2294,5,3,0,212967.0
9780,299.0,976.0,1952,4,1,1,171239.0
10320,720.0,1138.0,2180,3,1,1,232858.0
4330,436.0,808.0,1315,3,2,0,143964.0
10320,264.0,771.0,1484,3,2,0,146721.0
12888,498.0,1005.0,2267,3,1,1,218834.0
4484,240.0,672.0,1282,2,1,0,115423.0
11235,308.0,925.0,999,3,1,0,113959.0
11235,572.0,1420.0,1452,2,1,0,193066.0
14299,440.0,1005.0,1005,3,1,0,131020.0
14149,528.0,980.0,1020,3,2,0,155302.0
11677,264.0,1040.0,1040,3,1,0,119516.0
8425,576.0,768.0,868,2,1,0,125943.0
8665,264.0,876.0,897,3,1,0,99949.0
8398,528.0,943.0,943,2,1,0,135495.0
8169,315.0,912.0,912,3,1,0,105415.0
14175,323.0,1240.0,1375,3,1,0,154442.0
16779,638.0,671.0,2654,4,3,0,243673.0
6960,224.0,680.0,1302,2,1,1,137611.0
11375,494.0,967.0,1299,3,1,0,144744.0
13770,303.0,1158.0,1176,3,1,0,137899.0
9000,460.0,0.0,998,3,1,0,74611.0
11075,552.0,1190.0,1522,3,2,0,190389.0
17541,576.0,409.0,1325,3,2,0,149934.0
22692,649.0,1073.0,1630,3,2,0,210970.0
17808,336.0,484.0,1242,2,1,0,126591.0
12671,527.0,1288.0,2422,4,3,0,250094.0
10512,332.0,988.0,1626,3,1,1,169873.0
5400,399.0,864.0,864,3,1,0,102742.0
11515,308.0,0.0,943,3,1,0,64481.0
3869,264.0,1038.0,1038,2,2,0,140891.0
9280,256.0,1342.0,1342,4,1,0,135172.0
11100,253.0,1080.0,1480,4,1,0,131233.0
7550,280.0,951.0,1362,4,2,0,134911.0
23920,515.0,1105.0,1822,4,2,0,203025.0
9317,499.0,779.0,1958,3,2,1,205696.0
9178,870.0,1643.0,1651,3,2,0,239386.0
10481,894.0,2140.0,2140,3,2,1,312455.0
10235,870.0,1643.0,1651,3,2,0,240679.0
11750,796.0,1546.0,1546,3,2,0,227047.0
8760,674.0,1489.0,1500,3,2,0,209800.0
7242,524.0,1270.0,1270,2,2,0,186669.0
9316,578.0,879.0,1795,3,2,1,207479.0
8883,619.0,929.0,1873,3,2,1,216390.0
20064,529.0,966.0,1743,0,0,1,217493.0
14217,747.0,1022.0,1022,3,1,0,153476.0
10021,497.0,635.0,1308,3,2,1,164704.0
8428,384.0,990.0,990,3,1,0,118487.0
16561,242.0,1097.0,1097,3,1,1,148686.0
10820,597.0,988.0,1873,3,2,1,220259.0
12352,534.0,853.0,1753,3,2,1,204673.0
9543,517.0,845.0,1690,3,2,1,196342.0
8826,486.0,985.0,1842,3,2,1,208506.0
11800,440.0,864.0,894,3,1,0,114941.0
8660,370.0,1015.0,1025,3,2,0,139920.0
9720,576.0,995.0,1009,3,2,0,153311.0
8982,748.0,1040.0,1040,3,1,1,167779.0
16300,308.0,876.0,907,3,1,0,112803.0
9675,440.0,864.0,879,3,1,0,111546.0
7200,576.0,864.0,864,3,1,0,116935.0
7200,728.0,385.0,875,3,1,0,103550.0
11354,583.0,1673.0,1673,3,2,0,225293.0
8749,610.0,979.0,1932,3,2,1,221273.0
8158,542.0,860.0,1729,3,2,1,199165.0
11927,484.0,1556.0,1592,3,2,0,209072.0
12728,560.0,1531.0,2439,4,2,1,265408.0
15295,608.0,860.0,1992,3,2,1,226299.0
17227,482.0,1341.0,1341,1,1,1,215360.0
8145,552.0,738.0,1476,3,2,1,180248.0
8769,578.0,1169.0,1190,2,2,0,182842.0
8334,437.0,1330.0,1330,3,2,0,176168.0
8333,484.0,738.0,1491,3,2,1,176667.0
9045,400.0,768.0,1536,3,2,1,175751.0
9825,384.0,936.0,936,2,1,0,126762.0
8308,520.0,1088.0,1088,2,1,0,149867.0
16287,576.0,901.0,1351,3,1,0,155721.0
8240,622.0,1179.0,1179,2,1,0,166122.0
6285,528.0,960.0,1044,3,1,0,126959.0
9555,579.0,0.0,2233,5,2,1,162190.0
7023,489.0,734.0,1408,3,2,1,170804.0
39290,1154.0,5095.0,5095,2,2,1,683664.0
3675,525.0,547.0,1072,2,1,0,116285.0
6400,392.0,960.0,960,2,1,0,125599.0
6882,0.0,0.0,1152,2,2,0,80154.0
8741,0.0,1195.0,1195,4,2,0,120917.0
10042,216.0,660.0,865,2,1,0,97907.0
8172,355.0,768.0,768,2,1,0,105368.0
8172,528.0,864.0,864,3,1,0,114873.0
