,LotArea,GarageArea,TotalBsmtSF,GrLivArea,BedroomAbvGr,FullBath,HalfBath,SalePrice
717,10000,439,1176,1178,3,1,1,157000
719,9920,300,971,971,3,1,1,128500
720,6563,564,1742,1742,2,2,0,275000
721,4426,420,848,848,1,1,0,143000
722,8120,463,864,864,3,1,0,124500
723,8172,548,941,1470,4,2,0,135000
724,13286,768,1698,1698,3,2,0,320000
725,6960,660,864,864,3,1,0,120500
726,21695,540,880,1680,3,2,0,222000
727,7314,632,1232,1232,2,2,0,194500
728,11475,888,1584,1776,4,2,0,110000
729,6240,539,780,1208,2,1,0,103000
730,5389,608,1595,1616,2,2,0,236500
731,9590,438,868,1146,3,2,0,187500
732,11404,541,1153,2031,3,2,1,222500
733,10000,264,864,1144,3,1,0,131400
734,8978,300,948,948,3,1,0,108000
735,10800,320,880,1768,2,1,1,163000
736,8544,400,0,1040,2,2,0,93500
737,10463,800,893,1801,3,2,1,239900
738,10800,0,1200,1200,3,3,0,179000
739,9313,572,864,1728,3,2,1,190000
740,9600,360,264,1432,2,2,0,132000
741,6768,288,912,912,3,1,0,142000
742,8450,539,1349,1349,3,2,0,179000
743,12886,480,520,1464,3,2,0,175000
744,5395,462,1337,1337,2,2,0,180000
745,8963,831,1142,2715,4,3,1,299800
746,8795,554,952,2256,4,2,1,236000
747,11700,864,1240,2640,4,1,1,265979
748,10593,527,1720,1720,3,2,0,260400
749,8405,240,0,1529,4,2,0,98000
750,8800,0,576,1140,3,1,0,96500
751,7750,400,660,1320,3,2,1,162000
752,9236,576,1479,1494,3,2,0,217000
753,10240,878,1030,2098,3,2,1,275500
754,7930,440,1026,1026,3,1,0,156000
755,3230,440,729,1471,3,2,1,172500
756,10769,578,866,1768,3,2,1,212000
757,11616,440,672,1386,3,2,1,158900
758,2280,440,744,1501,3,2,1,179400
759,12257,752,1318,2531,4,2,1,290000
760,9100,300,864,864,2,1,0,127500
761,6911,440,1145,1301,2,1,0,100000
762,8640,614,756,1547,3,2,1,215200
763,9430,856,1252,2365,3,2,1,337000
764,9549,481,1494,1494,2,1,1,270000
765,14587,592,1498,1506,2,2,0,264132
766,10421,496,980,1714,3,2,1,196500
767,12508,423,983,1750,4,2,0,160000
768,9100,484,1860,1836,3,2,0,216837
770,7252,576,858,858,2,1,0,134900
771,8877,396,836,1220,2,1,0,102000
772,7819,672,1029,1117,3,1,0,107000
773,10150,275,912,912,2,1,0,114500
775,4500,412,1204,1204,2,2,0,162000
776,11210,865,1614,1614,3,2,0,221500
777,13350,440,864,894,3,1,0,142500
778,8400,630,0,2020,4,2,0,144000
779,10530,504,975,1004,2,1,0,135000
780,7875,402,1237,1253,3,2,0,176000
781,7153,484,761,1603,3,2,1,175900
782,16285,605,1413,1430,3,2,0,187100
783,9101,602,1097,1110,1,1,0,165500
784,6300,0,742,1484,3,2,0,128000
785,9790,457,1372,1342,3,2,0,161500
786,10800,416,686,1652,4,2,0,139000
787,10142,618,956,2084,4,2,1,233000
788,6000,281,901,901,2,1,0,107900
789,12205,444,832,2087,5,2,1,187500
790,3182,397,1145,1145,2,2,0,160200
791,11333,539,1029,1062,3,1,0,146800
792,9920,455,1117,2013,3,2,1,269790
793,9158,474,1496,1496,3,2,0,225000
794,10832,409,712,1895,3,2,1,194500
795,8400,476,650,1564,3,2,1,171000
796,8197,528,660,1285,3,1,1,143500
797,7677,240,773,773,2,1,0,110000
799,7200,240,731,1768,3,1,1,175000
800,12798,603,616,1688,4,2,1,200000
801,4800,440,1196,1196,2,1,0,109900
802,8199,410,728,1456,3,2,1,189000
804,9000,286,936,1128,2,1,0,118000
805,12274,554,1417,1428,3,2,0,227680
806,9750,384,980,980,3,2,0,135500
807,21384,528,1324,1576,3,1,1,223500
808,13400,484,1024,1086,3,1,0,159950
809,8100,360,849,2138,2,2,0,106000
810,10140,484,1040,1309,3,1,1,181000
811,4438,420,848,848,1,1,0,144500
812,8712,504,540,1044,2,1,0,55993
813,9750,301,1442,1442,4,1,1,157900
814,8248,280,686,1250,3,1,1,116000
815,12137,598,1649,1661,3,2,0,224900
816,11425,275,1008,1008,2,1,0,137000
817,13265,857,1568,1689,3,2,0,271000
818,8816,440,1010,1052,3,1,0,155000
819,6371,484,1358,1358,2,2,0,224000
820,7226,595,798,1640,3,2,1,183000
821,6000,576,936,936,2,1,0,93000
822,12394,433,847,1733,3,2,1,225000
823,9900,240,778,1489,3,2,0,139500
824,11216,776,1489,1489,3,2,0,232600
826,6130,0,784,784,2,1,0,109500
827,8529,527,1454,1434,3,2,0,189000
828,28698,538,1013,2126,3,2,1,185000
829,2544,480,600,1223,2,2,1,147400
830,11900,458,1392,1392,3,1,1,166000
831,3180,480,600,1200,2,2,1,151000
832,9548,613,941,1829,3,2,1,237000
833,10004,472,1516,1516,3,1,1,167000
834,7875,456,1144,1144,3,1,0,139950
835,9600,436,1067,1067,2,2,0,128000
836,8100,812,1559,1559,2,1,0,153500
837,1680,264,483,987,2,1,1,100000
838,9525,352,1099,1099,3,1,1,144000
839,11767,240,768,1200,3,1,0,130500
840,12155,400,672,1482,4,2,0,140000
841,10440,686,650,1539,3,2,0,157500
842,9020,490,1127,1165,3,1,1,174900
844,12665,720,876,1416,4,1,1,153900
845,16647,611,1390,1701,3,2,0,171000
846,9317,425,740,1775,3,2,1,213000
847,15523,338,864,864,3,1,0,133500
849,9600,512,528,1855,3,2,1,187000
850,4435,420,848,848,1,1,0,131500
851,3196,400,1273,1456,2,2,0,215000
852,7128,240,918,1646,4,2,0,164000
853,12095,645,1127,1445,3,1,1,158000
854,17920,454,1763,1779,3,1,1,170000
855,6897,260,1040,1040,3,1,1,127000
856,10970,576,940,1026,3,1,0,147000
857,8125,343,702,1481,3,2,1,174000
858,10400,479,1090,1370,3,2,0,152000
859,11029,619,1054,2654,4,2,1,250000
860,7642,216,912,1426,3,1,1,189950
861,11625,504,1039,1039,3,1,1,131500
862,9672,480,1040,1097,3,2,0,152000
863,7931,672,1148,1148,3,1,0,132500
864,8640,529,1372,1372,3,2,0,250580
865,8750,902,1002,1002,3,1,0,148500
866,10656,870,1638,1646,3,2,0,248900
867,6970,544,1040,1120,3,1,1,129000
868,14762,672,0,2320,2,2,0,169000
869,9938,574,1050,1949,3,2,1,236000
870,6600,308,894,894,2,1,0,109500
871,8750,523,804,1682,3,2,1,200500
872,8892,414,105,910,3,1,0,116000
873,12144,288,832,1268,3,1,0,133000
874,5720,200,676,1131,3,1,1,66500
875,9000,550,1184,2610,4,2,1,303477
876,25286,648,1064,1040,3,1,0,132250
878,11782,576,1109,1155,3,1,0,148000
879,7000,336,864,864,3,1,0,136500
880,7024,450,1090,1090,2,1,1,157000
881,13758,400,1156,1717,3,2,1,187500
882,9636,389,808,1593,3,2,1,178000
883,6204,440,795,2230,5,1,0,118500
884,7150,288,892,892,3,1,0,100000
885,5119,506,1698,1709,2,2,0,328900
886,8393,588,1626,1712,4,2,0,145000
887,16466,300,816,1393,3,1,1,135500
889,12160,505,1505,1505,2,1,0,149500
890,8064,576,672,924,3,1,0,122900
891,11184,440,918,1683,3,2,1,172500
892,8414,264,1059,1068,3,1,0,154500
893,13284,354,1383,1383,3,1,0,165000
894,7018,400,0,1535,4,2,0,118858
895,7056,483,780,1796,4,1,1,140000
896,8765,327,951,951,2,1,0,106500
899,6993,288,912,1236,3,1,0,135000
900,7340,684,858,858,2,1,0,110000
901,8712,756,992,1306,2,1,0,153000
902,7875,393,783,1509,3,2,1,180000
903,14859,690,1670,1670,3,2,0,240000
904,6173,288,876,902,3,1,0,125500
905,9920,280,1056,1063,3,1,0,128000
906,13501,865,1623,1636,3,2,0,255000
907,11500,180,1017,2057,3,1,1,250000
908,8885,484,864,902,2,1,0,131000
909,12589,390,742,1484,3,2,1,174000
910,11600,480,1105,2274,5,2,0,154300
911,9286,252,1268,1268,3,1,1,143500
912,6120,450,768,1015,3,1,0,88000
913,6270,871,1001,2002,4,2,0,145000
914,3000,528,612,1224,2,2,1,173733
915,2001,286,546,1092,3,1,1,75000
916,9000,308,480,480,1,0,0,35311
917,17140,284,1134,1229,3,1,0,135000
918,13125,833,1104,2127,4,2,1,238000
919,11029,601,1184,1414,3,1,0,176500
920,8462,471,928,1721,3,2,1,201000
922,10237,397,1316,1316,3,2,0,169990
923,8012,533,1604,1617,2,2,0,193000
924,10240,612,1686,1686,3,2,0,207500
925,15611,540,1126,1126,3,2,0,175000
926,11999,656,1181,2374,4,2,1,285000
927,9900,486,832,1978,4,2,1,176000
928,11838,522,1753,1788,3,2,0,236500
929,13006,642,964,2236,4,2,1,222000
930,8925,610,1466,1466,3,2,0,201000
931,9100,429,925,925,2,1,0,117500
932,11670,788,1905,1905,3,2,0,320000
933,8487,570,1500,1500,3,2,0,190000
934,27650,505,585,2069,4,2,0,242000
935,5825,528,600,747,1,1,0,79900
936,10083,555,1176,1200,2,2,0,184900
937,9675,689,1113,1971,3,2,1,253000
938,8760,868,1391,1962,3,2,1,239799
939,24090,349,1032,2403,4,2,0,244400
940,12640,574,1728,1728,4,2,0,150900
941,8755,390,992,2060,3,2,1,214000
942,7711,0,1440,1440,4,2,0,150000
943,25000,576,1632,1632,4,2,0,143000
944,14375,525,819,1344,3,1,0,137500
945,8820,456,1088,1869,2,1,0,124900
946,8163,796,1144,1144,3,1,0,143000
947,14536,808,1616,1629,3,2,0,270000
948,14006,474,936,1776,3,2,1,192500
949,9360,676,1161,1381,3,1,1,197500
950,7200,720,864,864,3,1,0,129000
951,7800,300,828,965,3,1,0,119900
952,7200,396,768,768,2,1,0,133900
953,11075,530,784,1968,4,2,1,172000
954,9400,0,945,980,4,2,0,127500
955,7136,492,979,1958,4,2,0,145000
956,1300,462,561,1229,2,1,1,124000
957,7420,576,1057,1057,3,1,0,132000
958,8450,531,1337,1337,3,2,0,185000
959,2572,484,696,1416,3,2,1,155000
960,7207,0,858,858,2,1,0,116500
962,2308,440,804,1548,3,2,1,155000
963,11923,702,1800,1800,2,2,0,239000
964,11316,510,817,1894,4,2,1,214900
965,10237,393,783,1484,3,2,1,178900
966,9600,256,728,1308,2,1,1,160000
967,7390,260,1098,1098,3,1,0,135000
968,5925,0,600,968,2,1,0,37900
969,10382,264,588,1095,2,1,0,140000
970,10800,0,720,1192,4,1,1,135000
971,2268,474,764,1626,2,2,0,173000
972,7892,264,918,918,2,2,0,99500
973,11639,480,1428,1428,3,2,0,182000
974,11414,532,728,2019,3,1,0,167500
975,2651,490,673,1382,3,2,1,165000
976,5900,0,440,869,2,1,0,85500
977,4274,569,1241,1241,1,1,1,199900
978,9450,400,894,894,3,1,0,110000
979,8816,480,1121,1121,3,1,0,139000
980,12122,588,944,999,3,1,0,178400
981,12203,676,1225,2612,4,2,1,336000
982,3182,388,1266,1266,2,2,0,159895
983,11250,779,1128,2290,4,2,1,255900
984,10125,539,0,1734,4,2,0,126000
985,10880,240,1164,1164,3,1,0,125000
986,5310,255,485,1635,2,1,0,117000
988,12046,551,848,2030,4,2,1,195000
989,8125,614,770,1576,3,2,1,197000
991,17671,424,916,1742,4,1,1,168000
992,9760,440,822,1851,3,2,1,187000
993,8846,564,750,1500,3,2,1,173900
994,12456,786,1700,1718,3,2,0,337500
995,4712,305,747,1230,3,1,1,121600
996,10659,368,1050,1050,3,1,0,136500
997,11717,615,1442,1442,2,2,0,185000
998,9786,210,1007,1077,3,1,0,91000
999,6762,632,1187,1208,2,2,0,206000
1000,10206,528,0,944,2,1,0,82000
1001,5400,216,691,691,2,1,0,86000
1002,11957,824,1574,1574,3,2,0,232000
1003,11500,528,1680,1680,4,2,0,136905
1004,3182,457,1346,1504,1,2,0,181000
1005,8385,328,985,985,3,2,0,149900
1006,12155,484,1657,1657,3,2,0,163500
1007,2217,286,546,1092,3,1,1,88000
1008,12118,550,1710,1710,3,2,0,240000
1009,6000,0,1008,1522,4,2,0,102000
1010,21286,312,720,1271,4,2,0,135000
1011,9825,0,0,1664,4,2,0,100000
1012,10592,180,602,1502,3,1,1,165000
1013,7200,280,1022,1022,2,1,0,85000
1014,11664,240,1082,1082,2,1,0,119200
1015,8400,528,810,1665,3,2,1,227000
1016,11883,478,1504,1504,3,2,0,203000
1017,5814,565,1220,1360,1,1,0,187500
1018,10784,402,384,1472,3,2,1,160000
1019,3013,440,1362,1506,2,2,0,213490
1020,7024,451,1132,1132,2,1,1,176000
1021,7406,632,1199,1220,2,2,0,194000
1022,9439,160,912,1248,2,1,0,87000
1023,3182,437,1346,1504,2,2,0,191000
1025,7700,461,882,882,3,1,0,112500
1026,9300,461,1268,1264,3,1,0,167500
1027,9520,800,1638,1646,3,2,0,293077
1028,9492,240,768,1376,3,1,0,105000
1029,1680,264,672,1218,3,1,1,118000
1030,7082,0,686,1928,5,2,0,160000
1032,14541,796,1338,2520,5,2,1,310000
1033,8125,900,1654,1654,3,2,0,230000
1034,6305,240,920,954,2,1,0,119750
1035,11500,290,0,845,3,1,0,84000
1036,12898,912,1620,1620,2,2,0,315500
1037,9240,905,1055,2263,3,2,1,287000
1038,1533,0,546,1344,3,1,1,97000
1039,1477,286,630,630,1,1,0,80000
1040,13125,484,1134,1803,3,2,0,155000
1041,9130,484,800,1632,4,1,1,173000
1042,5381,624,1306,1306,1,2,0,196000
1043,11839,514,1475,2329,4,2,1,262280
1045,13680,452,0,1733,4,2,0,139600
1047,9245,672,990,990,3,1,0,145000
1048,21750,336,0,1771,3,1,0,115000
1049,11100,308,0,930,2,1,0,84900
1050,8993,436,1302,1302,3,2,0,176485
1051,11175,440,1316,1316,3,2,0,200141
1052,9500,540,816,1977,4,1,1,165000
1053,8562,364,1216,1526,4,1,0,144500
1054,11367,586,1065,1989,3,2,1,255000
1055,11361,478,1193,1523,3,2,0,180000
1056,7052,484,1364,1364,2,2,0,185850
1057,29959,467,973,1850,3,2,1,248000
1058,11308,836,1104,2184,3,2,1,335000
1059,11275,432,854,1991,3,1,1,220000
1060,4920,582,1338,1338,2,2,0,213500
1062,13600,560,662,2337,5,2,0,90000
1063,6000,440,1103,1103,2,1,0,110500
1064,11000,480,1154,1154,3,1,1,154000
1065,14000,533,1306,2260,3,2,1,328000
1066,7837,380,799,1571,3,2,1,178000
1067,9760,442,780,1611,4,1,1,167900
1068,3964,576,942,2521,5,2,1,151400
1069,9600,576,845,893,2,1,0,135000
1070,10152,286,1048,1048,3,1,0,135000
1071,11700,441,727,1556,4,1,1,154000
1072,7585,280,810,1456,4,1,0,91500
1073,7950,440,690,1426,3,1,1,159500
1074,8556,826,1240,1240,2,2,0,194000
1075,13125,240,800,1740,3,1,1,219500
1076,10800,566,796,1466,3,2,0,170000
1077,15870,299,1096,1096,3,1,0,138800
1078,4435,420,848,848,1,1,0,155900
1079,8775,299,990,990,3,1,0,126000
1080,11040,528,1258,1258,3,2,0,145000
1081,7500,308,1040,1040,3,1,1,133000
1082,8749,527,1459,1459,3,2,0,192000
1083,8800,461,1251,1251,3,1,0,160000
1084,13031,409,691,1498,3,2,1,187500
1085,9069,564,936,996,2,1,0,147000
1086,1974,286,546,1092,3,1,1,83500
1087,10574,1043,1082,1953,3,2,1,252000
1088,2522,380,970,1709,3,2,0,137500
1089,3316,550,1247,1247,1,1,1,197000
1090,8544,400,0,1040,2,2,0,92900
1091,2160,462,600,1252,2,2,1,160000
1092,8400,576,1181,1694,4,2,0,136500
1093,9230,884,864,1200,1,1,1,146000
1094,5868,308,936,936,2,1,0,129000
1095,9317,440,1314,1314,3,2,0,176432
1096,6882,0,684,1355,3,1,1,127000
1097,3696,461,1074,1088,2,1,1,170000
1098,6000,240,672,1324,3,1,0,128000
1099,11880,478,1271,1601,3,2,0,157000
1100,8400,246,290,438,1,1,0,60000
1101,9758,280,950,950,3,1,0,119500
1102,7000,254,1010,1134,2,1,0,135000
1103,8910,539,655,1194,3,1,0,159500
1104,2016,440,630,1302,3,2,1,106000
1105,12256,712,1463,2622,3,2,1,325000
1106,10357,719,910,1442,3,2,0,179900
1107,23257,422,868,2021,3,2,1,274725
1108,8063,463,924,1690,3,2,1,181000
1109,11362,862,1836,1836,3,2,0,280000
1110,8000,431,773,1658,3,2,1,188000
1111,10480,483,803,1964,4,2,1,205000
1112,7100,308,816,816,2,1,0,129900
1113,8923,240,1008,1008,2,1,0,134500
1114,5400,326,833,833,2,1,0,117000
1115,12085,928,1734,1734,3,2,0,318000
1116,7750,527,408,1419,3,2,1,184100
1117,9764,450,894,894,3,1,0,130000
1118,13825,300,533,1601,3,1,0,140000
1119,7560,286,1040,1040,3,1,0,133700
1120,8263,308,1012,1012,2,1,0,118400
1121,10084,782,1552,1552,3,2,0,212900
1122,8926,288,672,960,3,1,0,112000
1123,9405,0,698,698,2,1,0,118000
1124,9125,392,384,1482,3,2,1,163900
1125,10434,672,1005,1005,2,1,0,115000
1126,3684,660,1373,1555,2,2,0,174000
1127,14572,630,1530,1530,3,2,0,259000
1128,11796,434,847,1959,4,2,1,215000
1129,7200,672,936,936,2,1,0,140000
1130,7804,576,1122,1981,4,2,0,135000
1131,10712,0,974,974,3,1,0,93500
1132,9900,205,1008,2210,5,2,0,117500
1133,9828,466,1128,2020,3,2,1,239500
1134,8773,460,916,1600,3,2,1,169000
1135,6180,180,960,986,2,1,0,102000
1136,9600,288,1032,1252,3,1,0,119000
1137,6342,0,780,1020,2,1,0,94000
1138,9819,714,1567,1567,2,2,0,196000
1139,8731,495,915,1167,3,1,0,144000
1140,7350,840,952,952,2,1,0,139000
1141,10304,484,780,1868,4,2,1,197500
1143,9000,0,1006,1006,3,1,0,80000
1144,12180,280,672,924,2,1,0,80000
1145,6240,225,1042,1576,3,1,0,149000
1146,11200,403,1298,1298,3,2,0,180000
1147,12000,234,704,1564,3,1,1,174500
1148,5700,288,572,1111,2,1,0,116900
1149,9000,324,650,1482,3,1,0,143000
1150,8280,306,932,932,2,1,0,124000
1151,17755,528,1466,1466,3,1,1,149900
1152,14115,470,1073,1811,2,1,0,230000
1153,5890,432,816,816,2,1,0,120500
1155,10768,528,1437,1437,3,2,0,218000
1156,9350,502,1219,1265,3,2,0,179900
1157,5001,626,1314,1314,2,2,0,230000
1158,11932,830,1580,1580,3,2,0,235128
1159,9120,540,901,1876,4,2,1,185000
1160,2280,440,855,1456,3,2,1,146000
1161,14778,924,1296,1640,3,1,0,224000
1162,8724,450,894,894,3,1,0,129000
1164,16157,588,1360,1432,2,1,1,194000
1165,9541,644,1502,1502,3,2,0,233170
1166,10475,776,1694,1694,3,2,0,245350
1167,10852,472,959,1671,3,2,1,173000
1168,13728,540,1127,2108,4,2,0,235000
1170,9880,358,1096,1118,3,1,0,171000
1171,9120,433,1261,1261,3,1,0,163000
1172,4017,625,625,1250,2,2,1,171900
1174,16560,360,952,2345,4,2,1,239000
1176,6951,264,876,923,3,1,0,119500
1177,3950,210,818,1224,3,1,0,115000
1178,7681,186,731,1343,3,1,1,154900
1179,8335,0,0,1124,3,1,0,93000
1180,11170,693,1216,2514,4,2,1,250000
1183,10800,720,1120,1130,2,1,0,120000
1185,9738,392,784,1221,4,1,0,104900
1186,10615,420,978,1699,3,2,0,95000
1187,12461,757,1624,1624,2,2,0,262000
1188,8935,493,831,1660,3,2,1,195000
1189,7500,442,994,1804,3,2,1,189000
1191,2645,492,776,1441,2,2,1,174000
1192,9600,250,702,1472,3,1,0,125000
1193,4500,402,1224,1224,2,2,0,165000
1194,9364,299,663,1352,4,1,1,158000
1195,8029,400,728,1456,3,2,1,176000
1196,14054,660,879,1863,4,2,1,219210
1197,8850,225,815,1690,3,1,0,144000
1198,9100,573,1212,1212,3,2,0,178000
1199,11235,459,1051,1382,3,1,1,148000
1200,9353,280,864,864,3,1,0,116050
1201,10400,546,866,1779,3,2,1,197900
1202,6000,216,884,1348,3,1,0,117000
1203,9750,451,1630,1630,3,2,0,213000
1204,10140,495,1056,1074,3,1,1,153500
1206,8900,384,1056,1056,2,1,0,107000
1207,9135,544,1682,1700,3,2,0,200000
1208,7763,506,931,1283,3,1,0,140000
1209,10182,500,1660,1660,3,2,0,290000
1210,11218,462,1055,1845,3,2,1,189000
1211,12134,492,559,1752,4,2,0,164000
1212,9340,234,672,672,2,1,0,113000
1214,10205,300,925,999,3,1,0,134500
1215,7094,384,894,894,3,1,0,125000
1216,8930,539,0,1902,4,2,0,112000
1217,8640,552,1300,1314,3,2,0,229456
1218,6240,0,0,912,2,1,0,80500
1219,1680,0,672,1218,3,1,1,91500
1220,7800,288,912,912,2,1,0,115000
1221,8250,322,952,1211,3,1,0,134000
1222,10496,315,1040,1846,3,2,0,143000
1223,10680,528,2136,2136,4,2,0,137900
1224,15384,388,788,1490,3,2,1,184000
1225,10482,264,588,1138,3,1,0,145000
1226,14598,668,894,1933,4,2,1,214000
1227,8872,576,912,912,2,1,0,147000
1229,7910,404,1075,1507,4,2,0,127000
1231,7728,540,1106,1190,3,1,0,132500
1232,9842,462,0,1224,2,2,0,101800
1233,12160,531,1188,1188,3,1,0,142000
1234,8525,0,940,1964,4,1,1,130000
1235,13132,180,747,1784,4,1,1,138887
1236,2628,474,764,1626,2,2,1,175500
1237,12393,434,847,1948,4,2,1,195000
1238,13072,484,1141,1141,3,1,1,142500
1239,9037,472,1476,1484,2,2,0,265900
1240,8158,543,884,1768,3,2,1,224900
1241,9849,954,1689,1689,3,2,0,248328
1242,10625,528,1053,1173,3,2,0,170000
1244,11435,400,792,1517,3,1,0,230000
1245,12090,477,585,1868,3,3,1,178000
1246,8125,615,756,1553,3,2,1,186500
1247,12328,888,1012,1034,3,1,0,169900
1248,9600,396,735,2058,3,1,1,129500
1249,7200,276,876,988,3,1,0,119000
1250,11160,522,2110,2110,3,2,1,244000
1251,3136,478,1405,1405,2,2,0,171750
1252,9858,288,864,874,3,1,0,130000
1253,17542,518,1192,2167,3,2,1,294000
1254,6931,397,746,1656,3,2,1,165400
1255,6240,560,884,1367,3,1,0,127500
1256,14303,691,1986,1987,2,2,0,301500
1257,4060,0,864,864,2,1,0,99900
1258,9587,400,856,1166,2,2,0,190000
1259,9750,460,1054,1054,3,1,1,151000
1260,24682,502,841,1675,3,2,1,181000
1261,9600,338,1050,1050,2,1,0,128900
1262,11250,304,1104,1788,5,1,0,161500
1263,13515,520,764,1824,3,1,0,180500
1264,4060,511,1405,1337,2,2,0,181000
1265,3735,506,691,1452,3,2,1,183900
1266,10120,308,925,1889,4,1,1,122000
1269,11344,315,874,1524,3,1,1,144000
1271,9156,462,1489,1489,3,2,0,185750
1272,13526,288,935,935,3,1,0,137000
1273,11512,312,1019,1357,2,1,0,177000
1274,5362,552,661,1250,3,2,0,139000
1275,11345,400,928,1920,4,2,0,137000
1276,12936,497,723,1395,3,1,1,162000
1277,17871,480,1680,1724,3,1,1,197900
1278,9473,577,1128,2031,3,2,1,237000
1279,7500,528,698,1128,2,1,0,68400
1280,9808,544,1573,1573,3,2,0,227000
1281,8049,484,1309,1339,2,2,0,180000
1282,8800,484,1040,1040,3,2,0,150500
1284,9638,336,804,2447,4,2,0,169000
1285,6000,280,780,1412,4,1,0,132500
1286,9790,528,1328,1328,3,1,1,143000
1288,5664,499,1501,1659,2,2,0,278000
1289,11065,753,1085,1970,3,2,1,281000
1290,14112,484,1152,1152,3,1,0,180500
1291,1680,264,630,1302,3,2,1,119500
1292,6600,432,994,2372,4,2,0,107500
1293,10140,528,832,1664,4,2,1,162900
1294,8172,572,864,864,2,1,0,115000
1295,8400,288,1052,1052,3,1,1,138500
1296,8700,525,1120,1128,3,2,0,155000
1297,3675,525,547,1072,2,2,0,140000
1299,7500,305,1246,1246,3,1,1,154000
1300,10762,490,978,1983,3,2,1,225000
1301,7500,213,771,1494,3,1,0,177500
1302,10120,844,1165,2526,4,2,1,290000
1303,8688,834,1616,1616,3,2,0,232000
1304,3363,380,976,1708,3,2,0,130000
1305,13173,840,1652,1652,2,2,0,325000
1306,6955,474,1368,1368,2,2,0,202500
1307,8072,480,990,990,3,1,0,138000
1308,12000,528,924,1122,2,1,0,147000
1309,7153,496,1278,1294,3,2,0,179200
1310,17500,567,1902,1902,3,2,0,335000
1311,8814,508,1274,1274,3,2,0,203000
1312,9572,750,1453,2810,4,2,1,302000
1313,14774,779,1393,2599,4,2,1,333168
1314,8190,280,948,948,3,1,0,119000
1315,11075,576,952,2112,4,2,1,206900
1316,10226,860,1622,1630,3,2,0,295493
1317,4230,466,1352,1352,2,2,0,208900
1318,14781,748,1753,1787,3,2,0,275000
1319,10215,248,864,948,3,1,0,111000
1320,8400,442,1478,1478,3,1,1,156500
1321,6627,287,0,720,2,1,0,72500
1322,10186,564,750,1923,3,2,1,190000
1323,5330,0,420,708,2,1,0,82500
1324,9986,895,1795,1795,2,2,0,147000
1325,3636,0,796,796,2,1,0,55000
1326,4270,0,544,774,3,1,0,79000
1327,6600,264,816,816,3,1,0,130500
1328,10440,520,1510,2792,5,2,0,256000
1329,9084,462,935,1632,3,2,1,176500
1330,10000,825,1588,1588,3,2,0,227000
1331,10780,576,911,954,3,1,0,132500
1332,8877,288,816,816,2,1,0,100000
1333,7200,297,803,1360,2,1,1,125500
1334,2368,440,765,1365,3,1,1,125000
1335,9650,630,1350,1334,2,2,0,167900
1336,9246,506,1656,1656,4,2,0,135000
1337,4118,0,693,693,2,1,0,52500
1338,13450,492,916,1861,3,2,1,200000
1339,9560,288,864,864,3,1,0,128500
1340,8294,480,858,872,3,1,0,123000
1341,13695,576,1114,1114,3,1,0,155000
1342,9375,647,1284,2169,3,2,1,228500
1343,7558,342,896,1913,3,1,1,177000
1344,11103,440,728,1456,3,2,1,155835
1345,6000,308,960,960,2,1,0,108500
1346,20781,508,1568,2156,3,2,0,262500
1347,15306,712,1732,1776,3,2,0,283463
1348,16196,514,1482,1494,3,2,0,215000
1349,5250,0,684,2358,4,2,0,122000
1351,9247,490,858,1716,4,1,1,171000
1352,6000,624,698,1176,2,1,0,134900
1354,10316,839,992,1865,3,2,1,235000
1355,10192,487,570,1920,4,3,0,170000
1356,9477,264,864,892,3,1,0,110000
1357,12537,500,1078,1078,3,1,1,149900
1358,2117,440,756,1573,3,2,1,177500
1359,16737,770,1980,1980,3,2,0,315000
1360,9842,621,612,2601,4,3,1,189000
1361,16158,430,1530,1530,3,2,0,260000
1362,12513,368,715,1738,4,2,0,104900
1363,8499,432,616,1412,3,2,1,156932
1364,3180,480,600,1200,2,2,1,144152
1365,7500,663,814,1674,3,2,1,216000
1366,9179,588,873,1790,3,2,1,193000
1367,2665,336,757,1475,4,2,0,127000
1368,4435,420,848,848,1,1,0,144000
1369,10635,502,1657,1668,3,2,0,232000
1370,5400,338,840,1374,2,1,0,105000
1371,9600,377,992,1661,3,1,0,165500
1372,9750,583,1108,2097,3,2,1,274300
1374,10625,936,1026,1958,3,2,1,250000
1375,10991,722,1571,1571,3,2,0,239000
1376,6292,160,768,790,2,1,0,91000
1377,10998,660,984,1604,3,2,0,117000
1378,1953,264,483,987,2,1,1,83000
1379,9735,400,384,1394,3,2,1,167500
1380,8212,200,864,864,2,1,0,58500
1381,12925,550,1205,2117,4,2,1,237500
1382,7200,576,596,1762,4,1,1,157000
1383,25339,576,816,1416,3,2,0,112000
1384,9060,280,560,1258,2,1,0,105000
1385,5436,240,796,1154,3,1,0,125500
1386,16692,564,1392,2784,5,3,1,250000
1387,8520,216,714,2526,5,2,0,136000
1389,6000,440,735,1218,3,1,0,131000
1390,9100,541,1525,1525,3,2,0,235000
1391,8944,792,1584,1584,4,2,0,124000
1392,7838,288,864,900,3,1,0,123000
1393,10800,672,482,1912,3,2,0,163000
1394,4045,648,1356,1500,2,2,0,246578
1395,12665,642,1094,2482,4,2,1,281213
1397,6120,180,939,1513,4,1,1,137500
1398,7200,240,1208,1904,3,1,1,138000
1399,6171,216,976,1608,3,2,1,137450
1400,6000,208,862,1158,3,1,0,120000
